"nom géographique, anglais","nom géographique, français","type de géographie, anglais","type de géographie, français",code du division de recensement,code de la région économique,code de la province,code de la région de patrimoine canadien,Total,Anglais première langue officielle parlée ajusté,"français première langue officielle parlée, ajusté","Autre première langue officielle parlée, ajusté"
"geographic name, english","geographic name, french","georaphie type, english","georaphie type, french",census division code,economic region code,province code,canadian heritage region code,Total,"English first official language spoken, adjusted","French first official language spoken, adjusted","Other first official language spoken, adjusted"
Penticton 1,Penticton 1,census subdivision,Subdivision de recensement,cd5907,er5930,pr59,pch05,"1,670","1,650",20, -   
Chuchuwayha 2,Chuchuwayha 2,census subdivision,Subdivision de recensement,cd5907,er5930,pr59,pch05,75,75, -   , -   
Ashnola 10,Ashnola 10,census subdivision,Subdivision de recensement,cd5907,er5930,pr59,pch05,75,75, -   , -   
Hope,Hope,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,"5,885","5,778",98,10
Fraser Valley A,Fraser Valley A,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,440,440, -   , -   
Fraser Valley B,Fraser Valley B,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,715,705,10, -   
Chilliwack,Chilliwack,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,"77,225","75,963",938,325
Harrison Hot Springs,Harrison Hot Springs,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,"1,465","1,438",23,5
Kent,Kent,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,"4,895","4,825",60,10
Fraser Valley D,Fraser Valley D,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,"1,350","1,325",20,5
Fraser Valley E,Fraser Valley E,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,"3,255","3,213",43, -   
Fraser Valley C,Fraser Valley C,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,900,888,13, -   
Abbotsford,Abbotsford,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,"131,825","123,130","1,170","7,525"
Mission,Mission,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,"35,725","34,793",378,555
Fraser Valley F,Fraser Valley F,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,"1,305","1,285",15,5
Fraser Valley G,Fraser Valley G,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,"1,765","1,708",23,35
Chawathil 4,Chawathil 4,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,165,165, -   , -   
Ohamil 1,Ohamil 1,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,75,75, -   , -   
Schkam 2,Schkam 2,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,130,130, -   , -   
Kahmoose 4,Kahmoose 4,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,85,85, -   , -   
Kwawkwawapilt 6,Kwawkwawapilt 6,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,335,335, -   , -   
Skwah 4,Skwah 4,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,215,215, -   , -   
Skway 5,Skway 5,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,100,100, -   , -   
Soowahlie 14,Soowahlie 14,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,185,185, -   , -   
Tzeachten 13,Tzeachten 13,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,"1,465","1,440",25, -   
Seabird Island,Seabird Island,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,590,590, -   , -   
Cheam 1,Cheam 1,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,225,225, -   , -   
Chehalis 5,Chehalis 5,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,535,535, -   , -   
Stullawheets 8,Stullawheets 8,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,45,45, -   , -   
Skookumchuck 4,Skookumchuck 4,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,90,90, -   , -   
Q'alatk·7em,Q'alatk·7em,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,85,85, -   , -   
Upper Sumas 6,Upper Sumas 6,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,185,185, -   , -   
Matsqui Main 2,Matsqui Main 2,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,80,80, -   , -   
Holachten 8,Holachten 8,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,310,310, -   , -   
Lakahahmen 11,Lakahahmen 11,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,185,175,10, -   
Skweahm 10,Skweahm 10,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,290,285,5, -   
Squawkum Creek 3,Squawkum Creek 3,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,110,110, -   , -   
Skowkale,Skowkale,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,800,795,5, -   
Squiaala,Squiaala,census subdivision,Subdivision de recensement,cd5909,er5920,pr59,pch05,80,80, -   , -   
Langley,Langley,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"103,380","101,165","1,040","1,175"
Langley,Langley,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"24,700","24,028",293,380
Surrey,Surrey,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"465,010","431,040","4,715","29,255"
White Rock,White Rock,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"18,690","18,185",360,145
Delta,Delta,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"99,115","95,078","1,048","2,990"
Richmond,Richmond,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"189,745","168,438","1,838","19,470"
Greater Vancouver A,Greater Vancouver A,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"12,815","11,633",258,925
Vancouver,Vancouver,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"595,720","539,115","11,175","45,430"
Burnaby,Burnaby,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"221,450","204,580","2,600","14,270"
New Westminster,New Westminster,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"65,165","62,455","1,095","1,615"
Coquitlam,Coquitlam,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"125,210","117,960","1,845","5,405"
Belcarra,Belcarra,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,640,630,10, -   
Anmore,Anmore,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"2,085","2,043",23,20
Port Coquitlam,Port Coquitlam,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"55,895","53,928",763,"1,205"
Port Moody,Port Moody,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"32,880","31,735",455,690
North Vancouver,North Vancouver,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"83,695","81,358","1,353",985
North Vancouver,North Vancouver,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"47,815","46,078",938,800
West Vancouver,West Vancouver,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"42,135","40,263",788,"1,085"
Bowen Island,Bowen Island,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"3,395","3,320",70,5
Lions Bay,Lions Bay,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"1,315","1,288",23,5
Pitt Meadows,Pitt Meadows,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"17,735","17,265",245,225
Maple Ridge,Maple Ridge,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"75,410","73,940",940,530
Semiahmoo,Semiahmoo,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,110,110, -   , -   
Tsawwassen,Tsawwassen,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,720,710,5,5
Musqueam 2,Musqueam 2,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"1,570","1,548",13,10
Burrard Inlet 3,Burrard Inlet 3,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"1,475","1,435",25,15
Mission 1,Mission 1,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,570,570, -   , -   
Capilano 5,Capilano 5,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,"2,695","2,600",40,55
Seymour Creek 2,Seymour Creek 2,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,105,105, -   , -   
McMillan Island 6,McMillan Island 6,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,70,70, -   , -   
Katzie 1,Katzie 1,census subdivision,Subdivision de recensement,cd5915,er5920,pr59,pch05,230,230, -   , -   
North Saanich,North Saanich,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"11,070","10,908",148,15
Sidney,Sidney,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"11,045","10,845",175,25
Central Saanich,Central Saanich,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"15,740","15,500",195,45
Saanich,Saanich,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"108,835","105,813","1,493","1,530"
Capital F,Capital F,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"10,150","9,938",203,10
Capital G,Capital G,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"4,865","4,775",80,10
Oak Bay,Oak Bay,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"17,765","17,435",270,60
Victoria,Victoria,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"77,225","74,998","1,578",650
Esquimalt,Esquimalt,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"16,075","15,478",568,30
Colwood,Colwood,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"16,060","15,693",338,30
Metchosin,Metchosin,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"4,665","4,598",68, -   
Langford,Langford,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"29,000","28,455",455,90
View Royal,View Royal,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"9,375","9,123",208,45
Highlands,Highlands,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"2,125","2,098",23,5
Sooke,Sooke,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"11,400","11,128",263,10
Capital H (Part 1),Capital H (Part 1),census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"4,175","4,103",68,5
Capital H (Part 2),Capital H (Part 2),census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,175,175, -   , -   
Cole Bay 3,Cole Bay 3,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,325,325, -   , -   
Union Bay 4,Union Bay 4,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,115,115, -   , -   
East Saanich 2,East Saanich 2,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"1,705","1,670",35, -   
South Saanich 1,South Saanich 1,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,820,815,5, -   
Becher Bay 1,Becher Bay 1,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,325,320,5, -   
New Songhees 1A,New Songhees 1A,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,"1,680","1,645",30,5
Gordon River 2,Gordon River 2,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,95,95, -   , -   
T'Sou-ke,T'Sou-ke,census subdivision,Subdivision de recensement,cd5917,er5910,pr59,pch05,215,215, -   , -   
North Cowichan,North Cowichan,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"28,500","28,075",320,105
Duncan,Duncan,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"4,675","4,603",63,10
Cowichan Valley D,Cowichan Valley D,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"2,975","2,935",35,5
Cowichan Valley G,Cowichan Valley G,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"2,220","2,190",25,5
Lake Cowichan,Lake Cowichan,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"2,970","2,935",35, -   
Cowichan Valley H,Cowichan Valley H,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"2,330","2,298",28,5
Ladysmith,Ladysmith,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"7,785","7,698",83,5
Cowichan Valley F,Cowichan Valley F,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"1,645","1,630",15, -   
Cowichan Valley I,Cowichan Valley I,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"1,110","1,098",13, -   
Cowichan Valley A,Cowichan Valley A,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"4,395","4,313",78,5
Cowichan Valley B,Cowichan Valley B,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"8,090","7,998",93, -   
Cowichan Valley C,Cowichan Valley C,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"4,795","4,748",48, -   
Cowichan Valley E,Cowichan Valley E,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"3,825","3,778",48, -   
Halalt 2,Halalt 2,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,160,160, -   , -   
Squaw-hay-one 11,Squaw-hay-one 11,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,40,40, -   , -   
Tsussie 6,Tsussie 6,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,85,85, -   , -   
Chemainus 13,Chemainus 13,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,685,680,5, -   
Kuper Island 7,Kuper Island 7,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,445,445, -   , -   
Malachan 11,Malachan 11,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,160,160, -   , -   
Malahat 11,Malahat 11,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,100,100, -   , -   
Oyster Bay 12,Oyster Bay 12,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,90,90, -   , -   
Est-Patrolas 4,Est-Patrolas 4,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,40,40, -   , -   
Cowichan,Cowichan,census subdivision,Subdivision de recensement,cd5919,er5910,pr59,pch05,"2,330","2,330", -   , -   
Nanaimo,Nanaimo,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,"82,705","81,248","1,113",345
Lantzville,Lantzville,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,"3,600","3,555",40,5
Nanaimo A,Nanaimo A,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,"6,905","6,813",88,5
Nanaimo B,Nanaimo B,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,"4,045","3,970",75, -   
Nanaimo C,Nanaimo C,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,"2,835","2,795",30,10
Parksville,Parksville,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,"11,665","11,485",165,15
Qualicum Beach,Qualicum Beach,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,"8,475","8,360",105,10
Nanaimo E,Nanaimo E,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,"5,680","5,588",88,5
Nanaimo F,Nanaimo F,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,"7,415","7,303",108,5
Nanaimo G,Nanaimo G,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,"7,155","7,063",88,5
Nanaimo H,Nanaimo H,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,"3,500","3,438",63, -   
Nanaimo Town 1,Nanaimo Town 1,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,380,380, -   , -   
Nanoose,Nanoose,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,205,205, -   , -   
Qualicum,Qualicum,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,80,80, -   , -   
Nanaimo River,Nanaimo River,census subdivision,Subdivision de recensement,cd5921,er5910,pr59,pch05,290,290, -   , -   
Port Alberni,Port Alberni,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,"17,530","17,213",258,60
Ucluelet DM,Ucluelet DM,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,"1,630","1,595",30,5
Tofino,Tofino,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,"1,870","1,805",65, -   
Alberni-Clayoquot B,Alberni-Clayoquot B,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,450,445,5, -   
Alberni-Clayoquot D,Alberni-Clayoquot D,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,"1,705","1,678",28, -   
Alberni-Clayoquot E,Alberni-Clayoquot E,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,"2,885","2,835",50, -   
Alberni-Clayoquot F,Alberni-Clayoquot F,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,"1,915","1,885",25,5
Alberni-Clayoquot A,Alberni-Clayoquot A,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,190,185,5, -   
Alberni-Clayoquot C,Alberni-Clayoquot C,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,430,425,5, -   
Ahahswinis 1,Ahahswinis 1,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,160,155,5, -   
Anacla 12,Anacla 12,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,75,75, -   , -   
Ittatsoo 1,Ittatsoo 1,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,240,240, -   , -   
Marktosis 15,Marktosis 15,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,700,695,5, -   
Opitsat 1,Opitsat 1,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,155,155, -   , -   
Tsahaheh 1,Tsahaheh 1,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,585,585, -   , -   
Esowista 3,Esowista 3,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,175,175, -   , -   
Refuge Cove 6,Refuge Cove 6,census subdivision,Subdivision de recensement,cd5923,er5910,pr59,pch05,70,70, -   , -   
Gold River,Gold River,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,"1,265","1,250",15, -   
Zeballos,Zeballos,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,125,125, -   , -   
Tahsis,Tahsis,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,320,305,15, -   
Campbell River,Campbell River,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,"30,885","30,368",443,75
Sayward,Sayward,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,320,310,10, -   
Strathcona D (Oyster Bay - Buttle Lake),Strathcona D (Oyster Bay - Buttle Lake),census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,"4,030","3,965",60,5
Strathcona A,Strathcona A,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,805,790,15, -   
Strathcona B,Strathcona B,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,"1,005",963,43, -   
Strathcona C,Strathcona C,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,"2,600","2,523",73,5
Campbell River 11,Campbell River 11,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,425,425, -   , -   
Houpsitas 6,Houpsitas 6,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,180,180, -   , -   
Quinsam 12,Quinsam 12,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,250,250, -   , -   
Cape Mudge 10,Cape Mudge 10,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,145,145, -   , -   
Tork 7,Tork 7,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,50,50, -   , -   
Tsa Xana 18,Tsa Xana 18,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,235,235, -   , -   
Ehatis 11,Ehatis 11,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,70,70, -   , -   
Homalco 9,Homalco 9,census subdivision,Subdivision de recensement,cd5924,er5910,pr59,pch05,205,205, -   , -   
Comox,Comox,census subdivision,Subdivision de recensement,cd5926,er5910,pr59,pch05,"13,625","13,195",415,15
Courtenay,Courtenay,census subdivision,Subdivision de recensement,cd5926,er5910,pr59,pch05,"23,745","23,123",523,100
Cumberland,Cumberland,census subdivision,Subdivision de recensement,cd5926,er5910,pr59,pch05,"3,330","3,270",55,5
Comox Valley A,Comox Valley A,census subdivision,Subdivision de recensement,cd5926,er5910,pr59,pch05,"6,895","6,763",128,5
Comox Valley B (Lazo North),Comox Valley B (Lazo North),census subdivision,Subdivision de recensement,cd5926,er5910,pr59,pch05,"6,940","6,808",128,5
Comox Valley C (Puntledge - Black Creek),Comox Valley C (Puntledge - Black Creek),census subdivision,Subdivision de recensement,cd5926,er5910,pr59,pch05,"8,325","8,210",110,5
Comox 1,Comox 1,census subdivision,Subdivision de recensement,cd5926,er5910,pr59,pch05,255,248,8, -   
Powell River,Powell River,census subdivision,Subdivision de recensement,cd5927,er5910,pr59,pch05,"12,975","12,670",285,20
Powell River A,Powell River A,census subdivision,Subdivision de recensement,cd5927,er5910,pr59,pch05,"1,015",958,53,5
Powell River B,Powell River B,census subdivision,Subdivision de recensement,cd5927,er5910,pr59,pch05,"1,480","1,450",30, -   
Powell River C,Powell River C,census subdivision,Subdivision de recensement,cd5927,er5910,pr59,pch05,"2,015","1,970",45, -   
Powell River D,Powell River D,census subdivision,Subdivision de recensement,cd5927,er5910,pr59,pch05,"1,055","1,025",30, -   
Powell River E,Powell River E,census subdivision,Subdivision de recensement,cd5927,er5910,pr59,pch05,425,415,10, -   
Sliammon 1,Sliammon 1,census subdivision,Subdivision de recensement,cd5927,er5910,pr59,pch05,730,730, -   , -   
Gibsons,Gibsons,census subdivision,Subdivision de recensement,cd5929,er5920,pr59,pch05,"4,320","4,223",83,15
Sechelt,Sechelt,census subdivision,Subdivision de recensement,cd5929,er5920,pr59,pch05,"9,205","9,038",143,25
Sunshine Coast A,Sunshine Coast A,census subdivision,Subdivision de recensement,cd5929,er5920,pr59,pch05,"2,675","2,628",43,5
Sunshine Coast B,Sunshine Coast B,census subdivision,Subdivision de recensement,cd5929,er5920,pr59,pch05,"2,675","2,635",35,5
Sunshine Coast D,Sunshine Coast D,census subdivision,Subdivision de recensement,cd5929,er5920,pr59,pch05,"3,245","3,190",55, -   
Sunshine Coast E,Sunshine Coast E,census subdivision,Subdivision de recensement,cd5929,er5920,pr59,pch05,"3,480","3,425",55, -   
Sunshine Coast F,Sunshine Coast F,census subdivision,Subdivision de recensement,cd5929,er5920,pr59,pch05,"2,010","1,978",33, -   
Sechelt,Sechelt,census subdivision,Subdivision de recensement,cd5929,er5920,pr59,pch05,790,780,10, -   
Squamish,Squamish,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,"17,065","16,383",448,235
Pemberton,Pemberton,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,"2,375","2,223",148,5
Squamish-Lillooet C,Squamish-Lillooet C,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,"1,805","1,735",70, -   
Whistler,Whistler,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,"9,825","9,243",558,25
Squamish-Lillooet D,Squamish-Lillooet D,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,835,805,25,5
Lillooet,Lillooet,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,"2,320","2,283",23,15
Squamish-Lillooet A,Squamish-Lillooet A,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,225,220,5, -   
Squamish-Lillooet B,Squamish-Lillooet B,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,360,355,5, -   
Cheakamus 11,Cheakamus 11,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,55,55, -   , -   
Seaichem 16,Seaichem 16,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,50,50, -   , -   
Stawamus 24,Stawamus 24,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,95,95, -   , -   
Waiwakum 14,Waiwakum 14,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,115,115, -   , -   
Bridge River 1,Bridge River 1,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,240,240, -   , -   
Cayoosh Creek 1,Cayoosh Creek 1,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,50,50, -   , -   
Chilhil 6,Chilhil 6,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,70,70, -   , -   
Fountain  1,Fountain  1,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,130,130, -   , -   
Lillooet 1,Lillooet 1,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,220,220, -   , -   
Pavilion 1,Pavilion 1,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,50,50, -   , -   
Slosh 1,Slosh 1,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,225,225, -   , -   
Fountain  1B,Fountain  1B,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,50,50, -   , -   
Mount Currie,Mount Currie,census subdivision,Subdivision de recensement,cd5931,er5920,pr59,pch05,"1,305","1,305", -   , -   
Merritt,Merritt,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"7,015","6,873",98,45
Thompson-Nicola M,Thompson-Nicola M,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"1,825","1,805",20, -   
Thompson-Nicola N,Thompson-Nicola N,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,750,735,15, -   
Lytton,Lytton,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,230,225,5, -   
Ashcroft,Ashcroft,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"1,610","1,585",25, -   
Cache Creek,Cache Creek,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"1,045","1,015",25,5
Clinton,Clinton,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,635,625,10, -   
Thompson-Nicola E (Bonaparte Plateau),Thompson-Nicola E (Bonaparte Plateau),census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"1,065","1,050",15, -   
Logan Lake,Logan Lake,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"2,080","2,040",35,5
Thompson-Nicola I (Blue Sky Country),Thompson-Nicola I (Blue Sky Country),census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"1,250","1,235",15, -   
Thompson-Nicola J (Copper Desert Country),Thompson-Nicola J (Copper Desert Country),census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"1,565","1,545",20, -   
Kamloops,Kamloops,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"84,285","83,060",905,320
Thompson-Nicola P (Rivers and the Peaks),Thompson-Nicola P (Rivers and the Peaks),census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"3,620","3,580",35,5
Sun Peaks Mountain,Sun Peaks Mountain,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,370,360,10, -   
